brand,model,year,head_weight_g,dimension,vcog,moi,rcog,loft,adj_vcog,vcog_cf,cf_1,cf_2,points,mpf,category,iron_number,source_pdf
MACGREGOR,MT #6,2008,266.0,1.245,0.890,14.5925,0.468,28,0.003,0.893,-80,0,272,302,Classic,6,MPF_MACGREGOR.pdf
WILSON,FG Tour V4 #6,2015,262.1,1.214,0.841,12.0581,0.410,30,0.044,.885,-68,0,261,291,Classic,6,MPF_WILSON.pdf
MIZUNO,MP-25 Forged #6,2015,264,1.110,0.836,12.81500,0.467,30,0.009,.845,-5,0,260,290,Classic,6,MPF_MIZUNO.pdf
TITLEIST,620 Forged #6,2020,262.4,1.121,0.802,12.6335,0.398,31,0.050,0.852,-12,0,257,287,Classic,6,MPF_TITLEIST.pdf
MACGREGOR,MT Pro C #6 (Forged 1025),2008,262.0,1.116,0.801,13.6573,0.400,31,0.049,0.850,-10,0,256,286,Classic,6,MPF_MACGREGOR.pdf
MIZUNO,MP-18 #6,2018,261.9,1.112,0.799,11.7184,0.375,30,0.050,.849,-9,0,254,284,Classic,6,MPF_MIZUNO.pdf
MIZUNO,MP-H5 #6,2015,261.5,1.102,0.845,12.8166,0.490,30,-0.001,.844,-4,0,254,284,Classic,6,MPF_MIZUNO.pdf
TAYLORMADE,P-7TW #6,2020,256.5,1.142,0.815,11.8059,0.429,32,0.050,.865,-25,0,252,282,Classic,6,MPF_TAYLORMADE.pdf
SPALDING,Elite MV2,1971,264,1.064,0.858,12.67090,0.550,30,-0.032,.826,0,13,251,281,Classic,,MPF_SPALDING.pdf
SPALDING,Top-Flite Professional #6,1972,268,1.022,0.819,13.24020,0.525,31,-0.020,.799,0,26,249,279,Classic,6,MPF_SPALDING.pdf
GOLFSMITH,XPC 3 Midsize,1998,254,1.360,0.890,16.27406,0.350,26,0.041,.931,-182,0,247,277,Classic,,MPF_GOLFSMITH.pdf
WILSON,Staff Tour RM,1996,250,1.192,0.880,13.59857,0.425,26,0.002,.882,-63,0,247,277,Classic,,MPF_WILSON.pdf
WILSON,C300 Forged #6,2018,266.8,1.254,0.897,14.9209,0.453,28,0.013,.910,-105,0,239,269,Classic,6,MPF_WILSON.pdf
SPALDING,Elite Professional,1966,254,1.039,0.818,11.53880,0.537,33,-0.004,.814,0,12,237,267,Classic,,MPF_SPALDING.pdf
BEN HOGAN,Medallion,1995,258,1.207,0.870,14.16628,0.375,26,0.024,.894,-81,0,232,262,Classic,,MPF_BEN_HOGAN.pdf
COBRA,King Forged MB #6,2019,263.8,1.180,0.824,11.5262,0.374,30,0.059,.883,-65,0,232,262,Classic,6,MPF_COBRA.pdf
POWER BILT,Citation shaft-over hosel,1975,263,1.092,0.905,14.19290,0.600,29,-0.055,.850,-10,0,232,262,Classic,,MPF_POWERBILT.pdf
CLEVELAND,CG Tour #6,2010,260,1.135,.838,12.3972,.445,31,0.035,.873,-33,0,229,259,Classic,6,MPF_CLEVELAND.pdf
COBRA,OS #5,1993,256,1.093,0.866,13.8468,0.462,27,-0.011,.855,-15,55,223,253,Classic,5,MPF_COBRA.pdf
BEN HOGAN,Apex (forged),1978,253,0.930,0.828,11.90160,0.600,29,-0.078,.750,0,36,216,246,Player Classic,,MPF_BEN_HOGAN.pdf
MACGREGOR,Tourney #5,1998,251,.986,.825,12.541,.496,28,-.030,.795,0,25,216,246,Player Classic,5,MPF_MACGREGOR.pdf
MACGREGOR,MT OS #6,2008,259.0,1.314,0.914,15.1227,0.461,28,0.013,0.927,-174,0,213,243,Player Classic,6,MPF_MACGREGOR.pdf
CALLAWAY,Apex Pro Forged 24 #6,2024,254.4,1.201,0.913,11.6776,0.527,29,-0.012,.901,-92,0,209,239,Player Classic,6,MPF_CALLAWAY.pdf
NIKE,Vapor Pro #6,2015,263.3,1.158,0.815,13.0328,0.373,31,0.070,.885,-68,0,205,235,Player Classic,6,MPF_NIKE.pdf
MAXFLI,Australian Blade (TM-92),1992,255,1.000,0.830,11.63215,0.500,29,-0.022,.808,0,12,204,234,Player Classic,,MPF_MAXFLI.pdf
NANCY LOPEZ,Albany Series 200,1997,251,1.218,0.920,12.37824,0.450,25,-0.010,.910,-105,0,203,233,Player Classic,,MPF_LOPEZ.pdf
MACGREGOR,MT Pro M #6 (Forged 1025),2008,261.0,1.076,0.820,12.2608,0.406,30,0.039,0.859,-19,0,198,228,Player Classic,6,MPF_MACGREGOR.pdf
WILSON,FG Tour V6 Forged #6,2017,263.1,1.108,0.822,11.8503,0.403,31,0.055,.877,-37,0,194,224,Player Classic,6,MPF_WILSON.pdf
BROWNING,John Browning (forged),1994,260,0.960,0.840,11.99937,0.500,26,-0.044,.796,0,24,188,218,Player Classic,,MPF_BROWNING.pdf
SPALDING,Executive Focal Powered,1965,265,1.138,0.828,13.39710,0.575,38,0.056,.884,-66,0,188,218,Player Classic,,MPF_SPALDING.pdf
TAYLORMADE,Tour Preferred MC #6,2014,266.6,1.216,0.845,14.0843,0.367,30,0.070,.915,-113,0,188,218,Player Classic,6,MPF_TAYLORMADE.pdf
TAYLORMADE,R9 TP #6,2010,264,1.148,0.871,14.6602,0.495,31,0.017,0.888,-72,0,188,218,Player Classic,6,MPF_TAYLORMADE.pdf
TOMMY ARMOUR,Ti-100 Titanium,1997,258,1.460,1.040,15.24536,0.600,25,-0.054,.986,-292,0,182,212,Player Classic,,MPF_TOMMYARMOUR.pdf
COBRA,King Forged MB #6,2016,260.6,1.143,0.815,10.8086,0.366,31,0.074,.889,-74,0,180,210,Player Classic,6,MPF_COBRA.pdf
MACGREGOR,Tourney MT (forged),1954,264,0.882,0.821,12.82186,0.625,31,-0.079,.742,0,38,178,208,Player Classic,,MPF_MACGREGOR.pdf
GOLFSMITH,Snake Eyes Quick Strike,2003,252,1.091,0.940,15.3190,0.600,27,-0.062,.878,-38,0,175,205,Player Classic,,MPF_GOLFSMITH.pdf
CALLAWAY,Apex MB#6,2018,260.9,1.203,0.838,11.1206,0.349,30,0.078,.916,-114,0,173,203,Player Classic,6,MPF_CALLAWAY.pdf
TITLEIST,by Acushnet (forged),1971,272,0.977,0.829,16.04190,0.475,29,-0.009,.820,0,16,173,203,Player Classic,,MPF_TITLEIST.pdf
WILSON,F5 FG Tour #6,2016,263.7,1.193,0.892,14.2959,0.479,30,0.021,.913,-110,0,170,200,Player Classic,6,MPF_WILSON.pdf
WISHON,752 O/S #5/6,2010,255.2,1.187,.901,14.8064,.433,27,.013,.914,-111,0,162,192,Player’s Classic,5,MPF_WISHON.pdf
PING,i500 Forged #6,2018,258.3,1.298,0.933,15.6808,0.461,27,0.007,.940,-200,0,158,188,Player Classic,6,MPF_PING.pdf
BEN HOGAN,Bounce Sole (forged),1966,258,0.973,0.868,11.71939,0.550,29,-0.038,.830,0,12,155,185,Player Classic,,MPF_BEN_HOGAN.pdf
SPALDING,Top-Flite Synchro-Dyned,1953,266,1.090,0.900,12.99013,0.550,30,-0.018,.882,-63,0,145,175,Player Classic,,MPF_SPALDING.pdf
BEN HOGAN,Apex Plus (forged),1999,259,1.021,0.870,12.65151,0.400,24,-0.006,.864,-24,0,133,163,Player Classic,,MPF_BEN_HOGAN.pdf
POWER BILT,Silver Series (Junior),2002,185,0.929,0.790,10.07790,0.425,30,0.018,.808,0,10,131,161,Player Classic,,MPF_POWERBILT.pdf
WILSON,Pro Staff (junior set),2001,207,1.075,0.885,13.04750,0.575,33,0.000,.885,-68,0,122,152,Player Classic,,MPF_WILSON.pdf
MIURA,CB 501 Forged #6,2013,266,1.084,.873,14.00940,.446,29,-.021,.894,-81,0,109,139,Classic,6,MPF_MIURA.pdf
TITLEIST,Tour Model (forged),1981,253,0.958,0.870,12.50326,0.525,29,-0.024,.846,-6,0,106,136,Player Classic,,MPF_TITLEIST.pdf
MIZUNO,MP-18 SC #6,2018,263,1.110,0.839,12.6574,0.368,30,0.067,.906,-99,0,105,135,Player Classic,6,MPF_MIZUNO.pdf
NIKE,Vapor Pro Combo #6,2015,264.1,1.196,0.878,14.8265,0.419,30,0.051,.929,-178,0,89,119,Player Classic,6,MPF_NIKE.pdf
NIKE,Vapor Speed #6,2015,259.1,1.436,0.952,16.3285,0.443,28,0.058,1.010,-340,0,86,116,Player Classic,6,MPF_NIKE.pdf
COBRA,King Cobra II (oversize),1999,258,1.030,0.890,13.62622,0.450,26,-0.008,.882,-63,0,85,115,Player Classic,,MPF_COBRA.pdf
GOLFSMITH,Pro Forged,2001,254,1.050,0.840,12.38344,0.350,28,0.051,.891,-77,0,82,112,Player Classic,,MPF_GOLFSMITH.pdf
PING,i59 #6,2022,256.5,1.198,0.891,14.8294,0.437,30,0.044,.935,-190,0,73,103,Player Classic,6,MPF_PING.pdf
TAYLORMADE,R9 Inverted Cone #6,2010,263,1.207,0.934,15.6639,0.485,28,0.006,0.940,-200,0,67,97,Player Classic,6,MPF_TAYLORMADE.pdf
HOGAN,Ft. Worth Forged #6,2016,264.8,1.100,0.858,13.1849,0.364,29,0.062,.920,-120,0,60,90,Player Classic,6,MPF_BEN_HOGAN.pdf
CLEVELAND,VAS #6,1996,262,0.870,0.910,12.00000,0.650,29,-0.081,.829,0,12,53,83,Player Classic,6,MPF_CLEVELAND.pdf
POWER BILT,TPS Forged,1992,258,0.987,0.855,12.75872,0.487,32,0.030,.885,-68,0,34,64,Player Classic,,MPF_POWERBILT.pdf
BURKE,Punchiron,1953,273,0.907,0.890,14.32963,0.550,30,-0.021,.869,-29,0,9,39,Player Classic,,MPF_BURKE.pdf
TAYLORMADE,P730 #6,2018,265.9,0.963,0.805,12.5449,0.334,31,0.090,.895,-83,0,-15,15,Player Classic,6,MPF_TAYLORMADE.pdf
BEN HOGAN,Bounce Sole +1 (forged),1968,257,0.854,0.830,11.30204,0.375,28,0.035,.865,-25,0,-36,-6,Player Classic,,MPF_BEN_HOGAN.pdf
SPALDING,Robert T. Jones Jr. Registered,1941,258,0.913,0.909,18.61795,0.650,34,-0.025,.884,-66,0,-37,-7,Player Classic,,MPF_SPALDING.pdf
POWER BILT,Bill Kaiser,1955,271,0.966,0.829,16.52550,0.450,35,0.091,.920,-120,0,-74,-44,Player Classic,,MPF_POWERBILT.pdf
SPALDING,Elite MV2,1970,265,0.894,0.927,12.88440,0.525,30,0.006,.933,-186,0,-225,-195,Player Classic,,MPF_SPALDING.pdf
CLEVELAND,VAS 792 #6,1993,268,0.862,0.921,14.80820,0.550,31,0.002,.923,-166,0,-227,-197,Player Classic,6,MPF_CLEVELAND.pdf
BURKE,Billy Burke,1941,262,0.930,0.970,18.67376,0.550,31,0.020,.990,-300,0,-360,-330,Player Classic,,MPF_BURKE.pdf
MACGREGOR,Tourney CF4000 (forged),1960,264,0.760,0.930,13.58617,0.525,30,0.007,.937,-194,0,-371,-341,Player Classic,,MPF_MACGREGOR.pdf
TITLEIST,AC108 (tungsten),1972,269,1.163,0.970,13.37430,0.500,35,0.125,1.095,-510,0,-442,-412,Player Classic,,MPF_TITLEIST.pdf
SPALDING,Symetric Set,1936,247,1.032,0.925,18.79470,0.375,35,0.191,1.116,-552,0,-636,-606,Player Classic,,MPF_SPALDING.pdf
BURKE,Mashie,1928,264,0.924,1.090,20.85203,0.650,35,0.079,1.169,-658,0,-903,-873,Player Classic,,MPF_BURKE.pdf
