brand,model,year,mpf,category,category_by_score,iron_number,source
MIZUNO,JPX 900 Tour #6,2017,355,Classic,Classic,6,GolfWorks Maltby Playability Factor
CLEVELAND,CG7 Tour Dynamic MCT #6,2010,354,Classic,Classic,6,GolfWorks Maltby Playability Factor
MACGREGOR,M455 V-MASS (forged),2004,354,Classic,Classic,,GolfWorks Maltby Playability Factor
MIZUNO,H4 Forged #6,2013,353,Classic,Classic,6,GolfWorks Maltby Playability Factor
RAM,Tour Grind TG-898,1998,350,Classic,Classic,,GolfWorks Maltby Playability Factor
SRIXON,Z-Forged #6,2019,350,Classic,Classic,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex #6,2016,349,Classic,Classic,6,GolfWorks Maltby Playability Factor
TAKOMO,Iron 201 #6,2024,349,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-37 #6,2005,344,Classic,Classic,6,GolfWorks Maltby Playability Factor
TAYLORMADE,Tour Preferred #6,2009,343,Classic,Classic,6,GolfWorks Maltby Playability Factor
TITLEIST,MB Forged 718 #6,2018,343,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-68 Forged #6,2010,342,Classic,Classic,6,GolfWorks Maltby Playability Factor
NIKE,Blade (forged),2003,342,Classic,Classic,,GolfWorks Maltby Playability Factor
NIKE,Pro Combo OS #6,2005,342,Classic,Classic,6,GolfWorks Maltby Playability Factor
PEERLESS,Acura,,342,Classic,Classic,,GolfWorks Maltby Playability Factor
CALLAWAY,Apex #6,2014,337,Classic,Classic,6,GolfWorks Maltby Playability Factor
COBRA,King Cobra Pro MB #6,2008,337,Classic,Classic,6,GolfWorks Maltby Playability Factor
NIKE,Pro Combo,2003,337,Classic,Classic,,GolfWorks Maltby Playability Factor
TITLEIST,MB #6,2016,335,Classic,Classic,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Hogan Saber (forged),1958,334,Classic,Classic,,GolfWorks Maltby Playability Factor
PRECEPT,Tour Premium,2000,334,Classic,Classic,,GolfWorks Maltby Playability Factor
WILSON,Staff Tour Blade,1980,334,Classic,Classic,,GolfWorks Maltby Playability Factor
TAYLORMADE,Burner #6,2010,330,Classic,Classic,6,GolfWorks Maltby Playability Factor
MACGREGOR,Super Tourney,1998,329,Classic,Classic,,GolfWorks Maltby Playability Factor
SRIXON,I-302 forged,2005,329,Classic,Classic,,GolfWorks Maltby Playability Factor
NIKE,VR Forged #6,2009,328,Classic,Classic,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Apex (forged),2001,327,Classic,Classic,,GolfWorks Maltby Playability Factor
NIKE,Pro Combo,2005,327,Classic,Classic,,GolfWorks Maltby Playability Factor
NIKE,VR Forged #6,2014,327,Classic,Classic,6,GolfWorks Maltby Playability Factor
PING,i525 #6,2022,327,Classic,Classic,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex MB #6,2015,322,Classic,Classic,6,GolfWorks Maltby Playability Factor
SUPER STICK,adjustable iron club,1973,321,Classic,Classic,,GolfWorks Maltby Playability Factor
TAYLORMADE,P 7MB Forged #6,2023,321,Classic,Classic,6,GolfWorks Maltby Playability Factor
TITLEIST,MB 710 Forged #6,2010,321,Classic,Classic,6,GolfWorks Maltby Playability Factor
TITLEIST,MB Forged 714 #6,2014,321,Classic,Classic,6,GolfWorks Maltby Playability Factor
WILSON,X-31 Tour,2000,320,Classic,Classic,,GolfWorks Maltby Playability Factor
DYNACRAFT,Tour Caliber forged (muscle),1994,319,Classic,Classic,,GolfWorks Maltby Playability Factor
NIKE,Ignite #6,2011,314,Classic,Classic,6,GolfWorks Maltby Playability Factor
WISHON,969W #6,2010,312,Classic,Classic,6,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Quick Strike 03 #5,2007,310,Classic,Classic,5,GolfWorks Maltby Playability Factor
TAYLORMADE,Psi Tour #6,2016,306,Classic,Classic,6,GolfWorks Maltby Playability Factor
TAYLORMADE,MB Forged-Tour Preferred #6,2011,304,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,Pro 221 Forged #6,2023,303,Classic,Classic,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P7MB #6,2021,303,Classic,Classic,6,GolfWorks Maltby Playability Factor
MACGREGOR,MT #6,2008,302,Classic,Classic,6,GolfWorks Maltby Playability Factor
WILSON,FG Tour V4 #6,2015,291,Classic,Classic,6,GolfWorks Maltby Playability Factor
TITLEIST,620 Forged #6,2020,287,Classic,Classic,6,GolfWorks Maltby Playability Factor
MACGREGOR,MT Pro C #6,2008,286,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-18 #6,2018,284,Classic,Classic,6,GolfWorks Maltby Playability Factor
MIZUNO,MP-H5 #6,2015,284,Classic,Classic,6,GolfWorks Maltby Playability Factor
TAYLORMADE,P-7TW #6,2020,282,Classic,Classic,6,GolfWorks Maltby Playability Factor
SPALDING,Elite MV2,1971,281,Classic,Classic,,GolfWorks Maltby Playability Factor
SPALDING,Top-Flite Professional Reg. #6,1972,279,Classic,Classic,6,GolfWorks Maltby Playability Factor
GOLFSMITH,XPC3 Midsize,1998,277,Classic,Classic,,GolfWorks Maltby Playability Factor
WILSON,Staff Tour RM,1996,277,Classic,Classic,,GolfWorks Maltby Playability Factor
WILSON,C300 Forged #6,2018,269,Classic,Classic,6,GolfWorks Maltby Playability Factor
SPALDING,Elite Professional,1966,267,Classic,Classic,,GolfWorks Maltby Playability Factor
BEN HOGAN,Medallion,1978,262,Classic,Classic,,GolfWorks Maltby Playability Factor
COBRA,King Forged MB #6,2019,262,Classic,Classic,6,GolfWorks Maltby Playability Factor
POWER BILT,Citation shaft-over hosel,1975,262,Classic,Classic,,GolfWorks Maltby Playability Factor
CLEVELAND,CG Tour #6,2010,259,Classic,Classic,6,GolfWorks Maltby Playability Factor
COBRA,OS #5,1993,253,Classic,Classic,5,GolfWorks Maltby Playability Factor
BEN HOGAN,Apex (forged),1978,246,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
MACGREGOR,Tourney #5,1998,246,Players Classic,Players Classic,5,GolfWorks Maltby Playability Factor
MACGREGOR,MT OS #6,2008,243,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
CALLAWAY,Apex Pro Forged 24 #6,2024,239,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
NIKE,Vapor Pro #6,2015,235,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
MAXFLI,Australian Blade (TM-92),1992,234,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
NANCY LOPEZ,Albany Series 200,1997,233,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
MACGREGOR,MT Pro M #6,2008,228,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
WILSON,FG Tour V6 Forged #6,2017,224,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
BROWNING,John Browning (forged),1994,218,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
SPALDING,Executive focal powered,1965,218,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
TAYLORMADE,R9 TP #6,2010,218,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
TAYLORMADE,Tour Preferred MC #6,2014,218,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
ADAMS,Idea Tech V4 Forged #6,2013,212,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
TOMMY ARMOUR,Ti-100 Titanium,1997,212,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
COBRA,King Forged MB #6,2016,210,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
MACGREGOR,Tourney MT (forged),1954,208,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes 650 TH 20,2006,207,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
GOLFSMITH,Snake Eyes Quick Strike,2003,205,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
CALLAWAY,Apex MB #6,2018,203,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
TITLEIST,by Acushnet (forged),1971,203,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
WILSON,F5 FG Tour #6,2016,200,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
WISHON,752 O/S #5/6,2010,192,Players Classic,Players Classic,5,GolfWorks Maltby Playability Factor
BEN HOGAN,Bounce Sole (forged),1966,185,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
SPALDING,Top-Flite Syncro-Dyned,1953,175,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
BEN HOGAN,Apex Plus (Forged),1999,163,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
POWER BILT,Silver Series (Junior),2002,161,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
GOLFSMITH,Tour Cavity Forged,2006,152,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
WILSON,Pro Staff Junior set,2001,152,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
MIURA,CB 501 Forged #6,2013,139,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
TITLEIST,Tour Model (Forged),1981,136,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
MIZUNO,MP-18 SC #6,2018,135,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
NIKE,Vapor Pro Combo #6,2015,119,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
NIKE,Vappr Speed #6,2015,116,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
COBRA,King Cobra II (oversize),1999,115,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
GOLFSMITH,Pro Forged,2001,112,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
PING,i59 #6,2022,103,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
TAYLORMADE,R9 Inverted Cone #6,2010,97,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Ft. Worth Forged #6,2016,90,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
CLEVELAND,VAS #6,1996,83,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
POWER BILT,TPS Forged,1992,64,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
BURKE,Punchiron,1953,39,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
TAYLOR MADE,P730 #6,2018,15,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
BEN HOGAN,Bounce Sole +1 (forged),1968,-6,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
SPALDING,Robert T. Jones Jr. Registered,1947,-7,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
POWER BILT,Bill Kaiser,1955,-44,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
SPALDING,Elite MV2,1970,-195,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
CLEVELAND,VAS 792 #6,1993,-197,Players Classic,Players Classic,6,GolfWorks Maltby Playability Factor
BURKE,Billy Burke,1941,-330,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
MACGREGOR,Tourney CF4000 (forged),1960,-341,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
TITLEIST,AC108 (tungsten),1972,-412,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
SPALDING,Symetric Set,1936,-606,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
BURKE,Mashie,1928,-873,Players Classic,Players Classic,,GolfWorks Maltby Playability Factor
